LineID,Clip,Timestamp-Begin,Timestamp-End,Line,Label 1 (Speaker),Label 2 (Speaker's gender),Label 3 (Target),Label 4 (Emotion),,,
49,3,4:50,4:59,呢條呢就係雞籠鯧，呢條就黃立鯧。咁我自己就覺得呢，黃立鯧啲肉質會細緻啲。 咁但係雞籠鯧呢，都有人鍾意嘅。 ,Hidee,Female,"Fiona, 何爸",Informative,,,
50,3,4:59,5:00,我要呢一條。,阿姐,Female,魚檔4（男）,Determined,,,
51,3,5:00,5:01,要一條呀。,魚檔4（男）,Male,阿姐,Understanding,,,
52,3,5:04,5:06,遊水魚應該係出邊都少見啲囉。,Hidee,Female,Fiona,Informative,,,
53,3,5:09,5:10,辛苦㗎，啱唔啱？,何爸,Male,魚檔4（男）,Empathetic,,,
54,3,5:10,5:11,你講得啱呀。,魚檔4（男）,Male,何爸,Agreement,,,
55,3,5:11,5:22,我一睇就知啦，我哋呢啲年紀差不多嘅時候，就知你哋大家嘅心態。  留番啲俾人喇。 ,何爸,Male,魚檔4（男）,Understanding,,,
56,3,5:24,5:25,如果係辣酒花螺？,Fiona,Female,Hidee,Inquiring,,,
57,3,5:25,5:26,不過呢啲咁大隻好貴㗎。,Hidee,Female,Fiona,Cautionary,,,
58,3,5:27,5:29,好大隻。,Fiona,Female,Audience,Impressed,,,
59,3,5:30,5:32,呢個好大隻呀，呢啲係海㗎啦，但係呢度會好貴囉。我肯定好貴。 ,Hidee,Female,Fiona,Knowledgeable,,,
60,3,5:33,5:35,好喇，我哋睇下邊個近啲。我估二百一。,Fiona,Female,"何爸, Hidee",Competitive,,,
61,3,5:35,5:38,我喺你下面，低一級啦。,何爸,Male,Fiona,Competitive,,,
62,3,5:38,5:40,靚仔呀，花螺點賣呀？,Hidee,Female,魚檔5（男）,Inquiring,,,
63,3,5:40,5:42,二百蚊一斤。,魚檔5（男）,Male,Hidee,Neutral,,,
64,3,5:44,5:45,我中喔。,何爸,Male,Fiona,Happy,,,
65,3,5:45,5:45,你中咗。,Fiona,Female,何爸,Surprised,,,
66,3,5:45,5:47,我俾你低級呀嘛。,何爸,Male,Fiona,Proud,,,
67,3,5:47,5:49,唔講價。,花螺檔老闆(男),Male,Hidee,Firm,,,
68,3,5:49,5:53,講價失敗咗。其實都唔算貴 。,Fiona,Female,Audience,Amused,,,
69,3,5:53,5:54,係呀，其實唔貴㗎。,Hidee,Female,Fiona,Agreement,,,
70,3,5:55,6:01,如果媽咪你未試過，買一條啦。,Fiona,Female,何媽,Suggestive,,,
71,3,6:02,6:02,幾錢呀？,Hidee,Female,魚檔6（男）,Inquiring,,,
72,3,6:02,6:03,40蚊。,魚檔6（男）,Male,Hidee,Neutral,,,
73,3,6:03,6:05,爸爸40蚊。試下「一夜情」。,Fiona,Female,何爸,Playful,,,
74,3,6:05,6:25,"我未試過一夜情，我今日試一夜情先喇，一夜情同一日嘅愛情呀。 

一夜情，一日嘅愛情呀。 ",何爸,Male,Fiona,Humorous,,,
75,3,6:25,6:47,"一早買完海鮮，餐廳十二點先開門，所以中間嘅時間呢，就帶咗何爸同何媽喺附近行咗一轉呀。  

咁我哋嚟到長貴邨啦。咁之前《米紙》都做過一年四集嘅專題，其中有一部分呢就係關於呢個長貴邨。我覺得係離島最靚嘅公屋嚟嘅。咁今次都帶何爸同何媽嚟一轉呀。 ",Fiona,Female,Audience,Narrative,,,
76,3,6:47,6:55,哇，呢個長貴邨唔錯喎。鳥語花香，環境好清幽呀。,何爸,Male,Fiona,Impressed,,,
77,3,6:55,6:56,好似個歐洲嘅小鎮呀。,Fiona,Female,何爸,Happy,,,
78,3,6:56,6:59,有啲仲可以望海景添。,何爸,Male,Fiona,Positive,,,
79,3,6:59,7:01,係呀，我哋上去睇嚇。,Fiona,Female,何爸,Excited,,,
80,3,7:02,7:07,Fiona，最近見你著埋呢啲露臍裝，打扮同以前唔同咗喎。,何爸,Male,Fiona,Observant,,,
81,3,7:08,7:12,自從我減肥成功之後，就實現咗穿衣自由，同埋我真係好怕熱。,Fiona,Female,何爸,Confident,,,
82,3,7:13,7:17,最近見你同盧巧音一齊跑步，身型 fit 咗好多喎。,何爸,Male,Fiona,Encouraging,,,
83,3,7:17,7:28,因為我呢兩個月就試緊黃色呢盒「豐盛生活」嘅速纖享瘦。咁佢哋係日本製造、無藥性、無副作用，同埋成分天然，所以我肚腩都自然細咗。,Fiona,Female,"何爸, Audience",Informative,,,
84,3,7:28,7:30,咁啱你，又啱我喎。,何爸,Male,Fiona,Happy,,,
85,3,7:30,9:05,"推介畀大家試下喇食完速纎享瘦，最大嘅得著就係如果前一晚拍嘢對需要食到啲重口味同埋味精嘅嘢，第二朝就唔會口腫面腫喇  

  

食完速纎享瘦，最大嘅得著就係如果前一晚拍嘢對需要食到啲重口味同埋味精嘅嘢，第二朝就唔會口腫面腫喇  

平時就去多咗小便，新陳代謝明顯快咗，肚腩都細咗啲呀  

速纖享瘦入面就有葡萄橘皮苷萃取可以排水祛腫  

而臨床實證最快 12 個鐘就可以改善面嘅浮腫  

而專利成分LipoximFire可以改善肝臟嘅燃脂能力，提升身體排毒消脂能力  

每天額外燃燒 700 卡路里，差唔多等於一般運動量兩至三個鐘頭  

之前成日出差，食無定時又冇乜點食蔬菜喎，所以成日都便秘呀  

我就配合埋白色呢盒「舒暢感受」B3 益生菌  

同坊間嘅益生菌唔同，佢有八個星期臨床實證，即使維持現有嘅飲食同埋運動量，都可以減低內臟脂肪同埋體脂  

我配合埋一齊食，便便都定時咗，而且唔會令到肚仔唔舒服，真係舒暢咁排毒呀  

每日 lunch 同 dinner 30 分鐘前各食一包，酸酸甜甜檸檬味都好易入口架  

因為之前出差一次過食太多餐喇，所以我都帶定幾包喺身度呀  

建議就要 keep 住食效果先會明顯嘅  

推介畀大家試下喇食完速纎享瘦，最大嘅得著就係如果前一晚拍嘢對需要食到啲重口味同埋味精嘅嘢，第二朝就唔會口腫面腫喇。  食完速纎享瘦，最大嘅得著就係如果前一晚拍嘢對需要食到啲重口味同埋味精嘅嘢，第二朝就唔會口腫面腫喇。  

平時就去多咗小便，新陳代謝明顯快咗，肚腩都細咗啲呀！  

速纖享瘦入面就有葡萄橘皮苷萃取可以排水祛腫。  

而臨床實證最快 12 個鐘就可以改善面嘅浮腫。  

而專利成分LipoximFire可以改善肝臟嘅燃脂能力，提升身體排毒消脂能力。  

每天額外燃燒 700 卡路里，差唔多等於一般運動量兩至三個鐘頭。  

之前成日出差，食無定時又冇乜點食蔬菜喎，所以成日都便秘呀！  

我就配合埋白色呢盒「舒暢感受」B3 益生菌。  

同坊間嘅益生菌唔同，佢有八個星期臨床實證，即使維持現有嘅飲食同埋運動量，都可以減低內臟脂肪同埋體脂  

我配合埋一齊食，便便都定時咗，而且唔會令到肚仔唔舒服，真係舒暢咁排毒呀！  

每日 lunch 同 dinner 30 分鐘前各食一包，酸酸甜甜檸檬味都好易入口架。  

因為之前出差一次過食太多餐喇，所以我都帶定幾包喺身度呀。  

建議就要 keep 住食效果先會明顯嘅。 

三個月就係一個療程，喺屈臣氏、莎莎同零售店都搵到。 

而「豐盛生活」官網都有我獨家嘅優惠，快啲去買喇。要 keep 住身型除咗靠運動同埋飲食控制之外，我始終唔係一個廿幾歲嘅少女喇，所以新陳代謝都明顯慢咗，始終要靠 supplement 幫手先得，大家一齊試下喇。 

有冇計過呢個餐幾多錢呀？ ",Fiona,Female,Audience,Persuasive,,,
86,3,9:05,09:25,總言之大約都有八百蚊到啦。通常有名嘅KOL呢，就唔會揸住啲袋嘅。係呀，電視台嗰啲就唔會揸住啲袋。而家我哋真係真實食評，得兩個人做緊個台，冇辦法啦，又要買、又要拎、又要拍。 ,何爸,Male,Fiona,Earnest,,,
87,3,9:25,09:36,係呀，跟住我見到有人話：「可唔可以唔好拍咁多你哋啲大頭啊，影多啲嘢食啦！」跟住我話冇辦法啦，得我一個揸機。今日Henry唔喺度，冇攝影師 ,Fiona,Female,Audience,Apologetic,,,
88,3,9:36,09:40,乜都冇嘅時候，唯有係自力更新。,何爸,Male,Fiona,Determined,,,
89,3,9:40,09:42,係，多多體諒，多多體諒。,Fiona,Female,Audience,Polite,,,
90,3,09:43,09:43,咁呢個呢？,何爸,Male,店員2（女）,Inquiring,,,
91,3,09:43,09:46,薄片椒鹽都OK。,店員2（女）,Female,何爸,Informative,,,
92,3,09:47,09:47,大花螺。,何爸,Male,店員2（女）,Specifying,,,
93,3,09:48,09:49,辣酒煮定係點樣？,店員2（女）,Female,何爸,Inquiring,,,
94,3,09:49,09:57,辣酒啦，辣酒煮花螺。呢個係最簡單嘅。,何爸,Male,店員2（女）,Decisive,,,
95,3,09:57,09:57,白灼蝦 。,店員2（女）,Female,何爸,Confirming,,,
96,3,09:57,10:01,好唔好？清甜。呢條係黃立鯧，鼓汁蒸 。,何爸,Male,店員2（女）,Polite,,,
97,3,10:02,10:02,好呀 。,店員2（女）,Female,何爸,Agreeing,,,
98,3,10:02,10:04,呢個係乜嘢嚟㗎？,何爸,Male,店員2（女）,Curious,,,
99,3,10:04,10:08,沙螺，蒜蓉粉絲蒸，係喇。,店員2（女）,Female,何爸,Informative,,,
100,3,10:08,10:10,我最鍾意係「一夜情」，,何爸,Male,店員2（女）,Happy,,,
101,3,10:10,10:13,咁「一夜情」你就蒸薑絲蒸。,店員2（女）,Female,何爸,Suggestive,,,
102,3,10:13,10:18,薑絲蒸，係喇。一次就好喇，唔好試第二次呀。,何爸,Male,店員2（女）,Humorous,,,
103,3,10:19,10:20,Perfect 㗎喇。,店員2（女）,Female,何爸,Positive,,,
104,3,10:21,10:24,第一碟餸，白灼蝦。,Fiona,Female,Audience,Excited,,,
105,3,10:24,10:25,海中蝦。,何爸,Male,Fiona,Correcting,,,
106,3,10:25,10:27,佢送咗幾多隻花竹蝦畀我哋？,Fiona,Female,何爸,Curious,,,
107,3,10:27,10:28,呢度一斤。,何爸,Male,Fiona,Informative,,,
108,3,10:28,10:28,好多喎。,Fiona,Female,何爸,Impressed,,,
109,3,10:28,10:30,好似足夠呀。,何爸,Male,Fiona,Content,,,
110,3,10:30,10:33,幾多個蝦，好足，足料。,Fiona,Female,Audience,Satisfied,,,
111,3,10:34,10:34,嚟喇。,何爸,Male,Fiona,Happy,,,
112,3,10:34,10:38,今日好多幫手一齊食呀，好大隻呀，Cheers！,Fiona,Female,"Friends, Audience",Cheerful,,,
113,3,10:38,10:43,哇，今日非常之開心呀。,何爸,Male,Fiona,Joyful,,,
114,3,10:43,10:56,好食呀呢個。佢仲有啲蝦蝦膏喺前面。我鍾意食呢隻多過赤米。  呢個有膏，同埋呢個有少少膏喺前面囉，我覺得。 ,Fiona,Female,Audience,Satisfied,,,
115,3,10:56,11:16,呢個「一夜情」係通常買馬友魚，跟住就灑啲鹽，曬一日。其實好短時間啫，可能半日左右啦，跟住就收返返嚟。咁佢就會係啱啱好有少少鹹鮮味，同平時我哋食鹹魚嗰種霉香呢又唔同嘅。咁你哋可以試下喇，都算係一個長洲名物嚟㗎。 ,Hidee,Female,"Fiona, 何爸",Informative,,,
116,3,11:16,11:18,英文咪叫 One Night Stand 囉。,何爸,Male,Fiona,Humorous,,,
117,3,11:18,11:21,你做咩講英文呀？就嗰句呀。,Fiona,Female,何爸,Amused,,,
118,3,11:22,11:23,就講呢句咋。,何爸,Male,Fiona,Defensive,,,
119,3,11:23,11:27,下，食落去就好滑，同埋好鮮味。,何媽,Female,"Fiona, 何爸",Impressed,,,
120,3,11:27,11:48,因為仲有馬友嘅魚油。有呀，同埋佢個濃味好多囉，相對於其他魚，濃味好多，我覺得好食呀。 同埋唔會鹹，唔會太鹹，就係佢有鹹味，但係唔會話哇鹹到入唔到口嗰隻。頭先未蒸熟嗰陣就唔覺得佢啲郣兝咁紫色，一熟咗就好紫喇。   ,Fiona,Female,Audience,Appreciative,,,
121,3,11:48,12:05,係喇，咁香港通常都係見到做沙螺。嗰度味呢有少少甘甘哋嘅，同我哋食扇貝嗰啲鮮甜有啲啲唔同嘅。都幾值得去食下，特別係嚟到長洲，出面成日都係食扇貝㗛蟶子，我覺得嚟到呢度嗌呢個都幾好。   ,Hidee,Female,Fiona,Recommending,,,
122,3,12:05,12:05,幾好。,何爸,Male,Hidee,Agreement,,,
123,3,12:05,12:14,我好鍾意食蜆類嘅嘢嘛，但係呢個沙螺我覺得有啲似象拔蚌仔嗰種爽呢種感覺囉，超爽呀。 ,Fiona,Female,Audience,Excited,,,
124,3,12:14,12:18,有啲似北寄貝刀貝嗰一類。,Hidee,Female,Fiona,Informative,,,
125,3,12:18,12:23,好厚肉呀，即係食落去你唔會覺得好薄嗰啲。,Fiona,Female,Audience,Satisfied,,,
126,3,12:23,12:28,黃立鯧真係海撈返嚟，呢條黃立鯧呢75蚊。,何爸,Male,Fiona,Informative,,,
127,3,12:28,12:31,平時係咪街市嗰啲係養㗎？,Fiona,Female,何爸,Curious,,,
128,3,12:32,12:42,養㗎，養嘅四十零蚊一條細細條。七十蚊一條呢就大粒啲，呢條呢如果是養嗰啲呢，都要賣80蚊。  好食喎。 ,何爸,Male,Fiona,Knowledgeable,,,
129,3,12:42,12:48,我覺得佢係唔係一般海魚嗰種滑嘅質感，因為鯧魚嚟㗎嘛佢係。,Fiona,Female,何爸,Analytical,,,
130,3,12:48,12:50,好有魚味呀！,何爸,Male,Fiona,Happy,,,
131,3,12:50,12:54,但係冇乜冇乜泥味，平時有啲食到好大陣泥味。,Fiona,Female,何爸,Positive,,,
132,3,12:54,13:04,係，你講得啱，好腥。大尾魷整到好似薯條咁嘅。哇，好香呀！,何爸,Male,Fiona,Excited,,,
133,3,13:05,13:06,慢慢食呀。,店員2（女）,Female,Guests,Polite,,,
134,3,13:06,13:06,哇好開心呀呢個。,Fiona,Female,Audience,Happy,,,
135,3,13:08,13:12,小朋友見到都鍾意，見到都想食。,何爸,Male,Fiona,Positive,,,
136,3,13:12,13:22,聞到都香呀，椒鹽味，成個薯條咁嚟到。真係好抵呀，呢個份量。,Fiona,Female,Audience,Satisfied,,,
137,3,13:22,13:28,如果你一家大細嚟，呢個必食呀。,何爸,Male,Audience,Recommending,,,
138,3,13:28,13:30,一定要試呢個。,Fiona,Female,Audience,Agreeing,,,
139,3,13:30,13:32,係呀，限量供應嘅。,店員2（女）,Female,Fiona,Informative,,,
140,3,13:32,13:41,呢個腸中腸不得了。呢度嘅隱藏菜式。雖然喺個 menu 度但係永遠都食唔到，除咗我哋食得倒之外。我哋食到呀竟然！ ,Fiona,Female,Audience,Excited,,,
141,3,13:41,13:47,唔係，想食就要同老闆建立好感情先至得呀，知唔知呀 多啲嚟。,何爸,Male,Fiona,Humorous,,,
142,3,13:51,13:52,好厚身。,Fiona,Female,Audience,Impressed,,,
143,3,13:52,13:56,咁海鮮嗰度五樣加工費我地收400蚊。,店員2（女）,Female,"Fiona, 何爸",Neutral,,,
144,3,13:56,14:03,係，咁即係呢個如果你嚟加工係通常點計？,Fiona,Female,店員2（女）,Curious,,,
145,3,14:03,14:10,辣酒呀同埋椒鹽呢同埋譬如炒蟹啊嗰啲就貴少少囉。,店員,Female,Fiona,Informative,,,
146,3,14:11,14:13,即係當平均可能80 蚊一款咁㗎啦。,Fiona,Female,店員,Calculating,,,
147,3,14:16,14:30,"係啦，我地就如果齋今次因爲加工5様海鮮，咁就係400 蚊，係啦，400 蚊。係啦係啦。 

 

咁頭先我見呢，譬如嗰個鮮魷呢，一般可能會切一片片，我見你切一條條 ",Fiona,Female,老闆(男),Narrative,,,
148,3,14:31,14:41,"係，因為其實都係阿爸爸教我嘅，但係如果鮮魷嗰啲呢，如果切得太薄呢，佢一炸呢，就會變咗拿得好緊啊，就會好快好硬囉。 

但係如果切一條條好似薯條咁樣呢，即係筷子咁粗呢，佢即係你炸到個表面脆啦，但係都可以保持到入面個肉質都係好軟淋淋咁樣囉。係咯。 ",老闆(男),Male,Fiona,Instructive,,,
149,3,14:53,14:55,咁豬粉腸我見到你哋唔係成日都有嘅，點解嘅？,Fiona,Female,老闆(男),Curious,,,
150,3,14:56,15:14,"因爲……懶得整。 

因為佢都係阿爸教我整嘅，佢…. 因為要將兩條粉腸通埋一齊，係工序比較繁，所以有陣時我自己一個人做所有嘢，有時就真係未必得閒去顧咁多嘢囉。 ",老闆(男),Male,Fiona,Honest,,,
151,3,15:15,15:20,咁依家呢一站呢，就係嚟探我嘅好朋友 Tinna，亦都係 Teddy。,Fiona,Female,Audience,Narrative,,,
152,3,15:21,15:28,咁我係屬於 Drag Queen，即是我本身係一個男仔，但係當我上台啊，我就會係變咗一個女仔。,Teddy,Male,Audience,Informative,,,
153,3,15:29,15:45,喺台上佢係 Tinna，佢全港依家年紀最大嘅 Drag Queen，喺台下佢叫 Teddy，係一位男同性戀者，平日無騷嘅時候呢，就係一個 Bar Manager。咁佢就同男朋友開咗家 Pizza 店。 ,Fiona,Female,Audience,Narrative,,,
154,3,15:46,15:47,你介紹嚇李間Pizza 店先。,Fiona,Female,Andy (店主),Prompting,,,
155,3,15:47,15:59,嗨！我間 Pizza 店呢，嗱，就係呢個「大腸洲Long Island Sausage」，其實呢所有嘅腸呢，全部自己煙燻過啦、自己醃製啦，係家傳秘方啦。 ,Andy (店主),Male,Fiona,Proud,,,
156,3,16:00,16:09,就係我嘅男朋友 Andy 大廚喺入面喇，所有嘅肉都係佢整嘅。,Teddy,Male,Fiona,Supportive,,,
157,3,16:10,16:21,嗱我想講，因為我上次訪問呢，嚟長洲探咗啊 Tinna 同埋 Andy 啦，咁嗰時佢都話：「誒，我係想開番間餐廳。」依家終於成功開到喇！ ,Fiona,Female,"Audience, Teddy",Excited,,,
158,3,16:21,16:24,未有餐廳住，因為依家我哋係 Takeaway 嘅，但係唔可以坐低嘅。,Teddy,Male,Fiona,Correcting,,,
159,3,16:25,16:35,所以今次帶何爸特登嚟試呀！因為呢 Andy 我知道其實佢喺飲食業已經好多年喇，即是佢包括佢會識自己整喇，有開過餐廳。 ,Fiona,Female,Audience,Narrative,,,
160,3,16:36,16:43,其實我哋喺十幾年前，即是2013 年14 年呢，六間Fat Angelo’s呢全部執晒喇。,Teddy,Male,Fiona,Informative,,,
161,3,16:44,16:47,咁會唔會佢都算係做番以前嗰種嘅口味呢？,Fiona,Female,Teddy,Curious,,,
162,3,16:48,17:07,"嘿！呢個係我哋嘅 Family Business喇，我哋真係要一手一腳自己做喇。 

都有人喺香港裏面特登走入嚟搵我哋，「啊，哇，你啲 Pizza 好好食喎！我要一定要返嚟再食咁樣。」 咁我哋有個好大嘅滿足感其實呢。阿 Andy 呢已經係好大嘅滿足感。",Teddy,Male,Fiona,Passionate,,,
163,3,17:08,17:18,"Italian place for maybe have salami on the pizza, but I don't really like salami so pepperoni I think is better. Of course ham and pineapple is Asian favorite, not Italian. ",Andy (店主),Male,Audience,Professional,,,
164,3,17:19,17:36,"好，咁呢！依家就係我兩款嘅 Pizza 味喇！就係火腿菠蘿，咁個火腿都係 Andy 自己醃嘅。 

咁呢個就係青椒意大利肉腸同埋墨西哥辣椒，咁我哋可以試吓喇。 

我哋試咗個菠蘿先。 ",Fiona,Female,Audience,Narrative,,,
165,3,17:37,17:41,菠蘿啊，哇！呢個睇咗之後想食。哇，仲係熱個喂。,何爸,Male,Fiona,Excited,,,
166,3,17:43,18:10,"同埋你見佢個餅底呢，烘得好均勻，你睇吓。見唔見到呀？係一個手工 Pizza 嘅味道嚟架。好我哋試吓。 

個餅好脆喎！同埋我最欣賞呢，睇吓。 

啲中間嘅氣泡好薄，但係佢係脆嘅。同埋你見佢啲氣泡呢，呢啲先係手工 Pizza 嘅味道。即是連嗰個麵粉都係自己發啦、同埋自己搓呢。 ",Fiona,Female,Audience,Analytical,,,
167,3,18:12,18:15,哇！本地嘅姐姐都食得辣喎。,何爸,Male,街坊姐姐,Surprised,,,
168,3,18:16,18:19,唔係呀，人哋話佢呢度嘅辣係整得好食㗎。,街坊姐姐,Female,何爸,Informing,,,
169,3,18:19,18:21,哎呀，所以你就特登嚟喇！,Fiona,Female,街坊姐姐,Friendly,,,
170,3,18:21,18:23,係呀，我特登探完路先嚟試㗎。,街坊姐姐,Female,Fiona,Determined,,,
171,3,18:25,18:27,探索完先嚟試呀，哇！,何爸,Male,街坊姐姐,Amused,,,
172,3,18:30,18:33,個肚得咁大啦，梗係要揀好嘢食啦。,街坊姐姐,Female,何爸,Witty,,,
173,3,18:34,18:49,"我好鍾意食佢個餅底啊，大家如果你嚟長洲呢，可以支持吓佢哋，28蚊個餅底真係好食。 

餵，你食咁多，不如買個幫襯，我哋買個比個孫啦。 

係啊，聽日食咪得囉。 

我哋要一個芝士，我哋自己俾錢嘅，真金白銀支持。 ",Fiona,Female,"Audience, Teddy",Supportive,,,
174,3,18:51,18:51,多謝晒！,Teddy,Male,Fiona,Grateful,,,
175,3,18:53,18:55,好食！同埋我鍾意食佢個餅底。,Fiona,Female,Audience,Satisfied,,,
176,3,18:56,19:01,我地今朝九點鐘船入嚟，依家坐番五點鐘嘅船出去喇，都係快船嚟嘅。,Fiona,Female,Audience,Narrative,,,
177,3,19:02,19:11,買咗呢個海鮮，然後再去加工啦，去到一間叫做濤濤居嘅小店度加工。,何爸,Male,Audience,Summary,,,
178,3,19:11,19:18,我地買料都好抵喎，640蚊六樣嘢。最鍾意呢，荷花仔一夜情。,何爸,Male,Audience,Satisfied,,,
179,3,19:19,19:31,"同埋最後俾錢係730 蚊，咁我哋因為有 Hidee嘅男朋友啦，咁我哋 Total 五個人，咁就除番其實今次幾抵。 

都係可能多人啦又。 ",Fiona,Female,Audience,Informative,,,
180,3,19:32,19:33,加咗兩個又大腸喎。,何爸,Male,Fiona,Positive,,,
181,3,19:34,19:42,所以長洲冇我想像中咁貴，即食海鮮。即是都係算係我哋咁多集食海鮮嚟講算比較平。 ,Fiona,Female,Audience,Content,,,
182,3,19:43,19:43,平噶。,何爸,Male,Fiona,Agreement,,,
183,3,19:45,20:06,"咁我哋係啦，咁嚟緊呢都係會有即係多啲嘅小店報導啦，同埋好想帶大家去多啲我哋嘅私藏小店、我哋嘅飯堂。 

咁如果大家有啲咩建議我哋想去嘅行程或者小店呢，都歡迎話畀我聽同埋留言我哋嘅 IG 或者留言我哋嘅消息啦。 

咁我哋訂閱我哋嘅 Channel 啦，咁我哋下次再見喇。拜拜！",Fiona,Female,Audience,Friendly,,,
